,mvaOutput_2lss_ttV,mvaOutput_2lss_ttbar,vor_label
0,0.235953524709,-0.128755405545,2.0
1,0.64041018486,0.566628336906,9.0
2,0.493050843477,0.616400420666,0.0
3,0.115645907819,-0.0654079318047,2.0
4,0.50589209795,0.476546287537,0.0
5,0.229524224997,-0.254343062639,3.0
6,0.309716254473,0.172258064151,6.0
7,0.437316715717,0.427025556564,0.0
8,0.014729837887,0.199353858829,9.0
9,0.761721551418,0.66865581274,12.0
10,0.757571458817,0.353510499001,5.0
11,0.591714262962,0.609472870827,3.0
12,0.77738493681,0.733231127262,5.0
13,0.585681974888,0.241907075047,3.0
14,0.475104391575,0.111644275486,5.0
15,0.189158469439,0.692632675171,6.0
16,0.493562430143,0.501335263252,2.0
17,0.377613306046,0.377956837416,9.0
18,0.126229554415,-0.124045573175,0.0
19,0.542129993439,0.370485335588,5.0
20,0.529313266277,0.596373915672,12.0
21,0.0719101801515,0.276482403278,0.0
22,0.189187392592,0.388336151838,0.0
23,0.172419711947,0.357234686613,7.0
24,0.618364572525,0.272678077221,2.0
25,0.147932291031,-0.0636787489057,3.0
26,0.281917184591,0.130427509546,9.0
27,0.578309476376,0.534467577934,4.0
28,0.0430928692222,0.447564810514,0.0
29,0.669733226299,0.508205652237,2.0
30,0.122601367533,0.203337863088,0.0
31,0.69065529108,0.579492628574,0.0
32,0.12460013479,0.319597065449,5.0
33,0.371319115162,0.407125622034,2.0
34,0.405649274588,0.517020702362,7.0
35,0.173338145018,-0.206110790372,3.0
36,0.484146505594,0.361896276474,2.0
37,0.317187458277,0.101391740143,0.0
38,0.429120928049,0.142692148685,0.0
39,0.0392944142222,0.313231319189,9.0
40,0.14020524919,0.374068111181,0.0
41,0.403920024633,0.288078933954,0.0
42,0.321091979742,-0.198728054762,4.0
43,0.236713320017,0.164517775178,0.0
44,0.472972333431,0.48345759511,1.0
45,-0.133828029037,0.0489756278694,0.0
46,0.501459777355,0.370323598385,3.0
47,-0.332968831062,-0.225338533521,2.0
48,0.0357404239476,-0.207211658359,5.0
49,0.0118946982548,-0.0830171331763,12.0
50,0.793159902096,0.500968158245,0.0
51,0.12348395586,-0.0597470141947,12.0
52,0.51088064909,0.390541106462,0.0
53,0.19271017611,0.36620247364,0.0
54,0.0122367739677,0.307817876339,2.0
55,0.148145288229,0.0105799203739,6.0
56,0.141590446234,-0.102755814791,4.0
57,0.44951108098,0.276412636042,4.0
58,0.30066177249,-0.150524318218,12.0
59,0.00105182046536,-0.082820944488,4.0
60,0.470715939999,0.270745992661,0.0
61,0.0263165794313,0.260736227036,2.0
62,0.4119117558,0.40930891037,5.0
63,0.228490293026,-0.151626810431,2.0
64,0.0856765136123,-0.117408186197,0.0
65,0.176772728562,0.337989360094,6.0
66,0.283959448338,-0.148435711861,7.0
67,0.577399909496,0.231785386801,4.0
68,0.521946072578,0.0503019280732,0.0
69,-0.660048186779,-0.48646903038,4.0
70,0.769707977772,0.69300198555,6.0
71,0.0835303738713,-0.16737703979,1.0
72,0.396672993898,0.181896090508,0.0
73,0.472830444574,0.391796290874,0.0
74,0.195191070437,-0.15217128396,3.0
75,0.460044980049,-0.0599963963032,0.0
76,0.359032601118,0.185841158032,5.0
77,0.429518789053,0.180659979582,6.0
78,0.0677680000663,0.635457456112,0.0
79,-0.0218473169953,-0.263028353453,6.0
80,0.638335049152,0.51199054718,2.0
81,0.5724157691,0.570805311203,2.0
82,0.0808390676975,-0.158167988062,5.0
83,0.728120684624,0.452131837606,0.0
84,-0.0823133289814,-0.511376976967,4.0
85,0.744161248207,0.691717803478,0.0
86,0.253391176462,0.132253572345,7.0
87,0.761226892471,0.360572397709,4.0
88,0.467039525509,0.207212656736,0.0
89,0.293519884348,0.530858099461,1.0
90,-0.173222780228,-0.15428327024,7.0
91,0.124754965305,-0.0405050739646,3.0
92,0.524129211903,0.14599993825,6.0
93,0.21435469389,-0.0305438768119,2.0
94,0.810644865036,0.641531646252,1.0
95,0.0961590260267,-0.136228114367,3.0
96,0.770482182503,0.648495495319,6.0
97,0.469380587339,0.496990680695,1.0
98,0.186232790351,0.655895888805,6.0
99,0.24659769237,0.230672582984,4.0
100,-0.0027301767841,-0.321506053209,2.0
101,0.095020249486,0.306512385607,0.0
